sector,DATE COMMITTED,GRANTEE,AMOUNT COMMITTED,percentage
growth,1999.0,St. Petersburg Public Library,48324.0,0.19
growth,1999.0,Ohio County Public Library,47940.0,0.19
growth,1999.0,Thomas Branigan Memorial Library,47779.0,0.19
growth,1999.0,Highlands County Library System/Sebring Public Library,47472.0,0.19
growth,1999.0,Campbell County Public Library District,47055.0,0.18
growth,1999.0,Pulaski County Public Library,47055.0,0.18
growth,1999.0,Bowling Green Public Library,46978.0,0.18
growth,1999.0,Harry M. Caudill Memorial Library,46677.0,0.18
growth,1999.0,Allendale-Hampton-Jasper Regional Library,46287.0,0.18
growth,1999.0,Chesterfield County Library,46287.0,0.18
growth,1999.0,Lexington County Public Library System,46287.0,0.18
growth,1999.0,Sarasota County Library System,46094.0,0.18
others,1999.0,Jemez Pueblo Community Library,45902.0,0.29
growth,1999.0,Pope County Library System,45101.0,0.18
growth,1999.0,Taylor County Public Library,45050.0,0.18
growth,1999.0,Mid Arkansas Regional Library,44897.0,0.18
education,1999.0,University of South Carolina,44704.0,0.82
growth,1999.0,Logan County Public Library,44574.0,0.18
growth,1999.0,Sunflower County Library,43727.0,0.17
education,1999.0,University of South Florida,43479.0,0.8
growth,1999.0,Monroe County Public Library System,43374.0,0.17
growth,1999.0,Pine Bluff Jefferson County Library System,42921.0,0.17
growth,1999.0,Washington County Public Library,42506.0,0.17
growth,1999.0,Hardin County Public Library,42294.0,0.17
growth,1999.0,Washington County Library,42167.0,0.17
education,1999.0,University of Kentucky Research Foundation,41956.0,0.77
growth,1999.0,Pueblo of Jemez,41926.0,0.16
growth,1999.0,White County Public Library,41639.0,0.16
growth,1999.0,Calhoun County Public Library,41522.0,0.16
growth,1999.0,Boyd County Public Library,40953.0,0.16
growth,1999.0,Darlington County Library,40540.0,0.16
growth,1999.0,Scott Sebastian Regional Library,39819.0,0.16
growth,1999.0,Santa Fe Public Library,39651.0,0.16
growth,1999.0,Jackson County Public Library,39605.0,0.16
growth,1999.0,Kenton County Public Library,39026.0,0.15
growth,1999.0,Bullitt County Public Library District,38630.0,0.15
growth,1999.0,Columbus-Lowndes Public Library,38513.0,0.15
education,1999.0,Florida State University Research Foundation Inc.,38284.0,0.71
growth,1999.0,Crawford County Library System,38082.0,0.15
growth,1999.0,Hendry County Library System,37330.0,0.15
growth,1999.0,Putnam County Library System,37286.0,0.15
growth,1999.0,St. Lucie County Library System,36126.0,0.14
growth,1999.0,City-County Public Library,36027.0,0.14
growth,1999.0,Wyoming County Public Library,36027.0,0.14
growth,1999.0,Kemper-Newton Regional Library,35326.0,0.14
growth,1999.0,Chester County Library,34793.0,0.14
growth,1999.0,Georgetown County Library System,34793.0,0.14
growth,1999.0,Marion County Library,34793.0,0.14
growth,1999.0,Dillon County Library,34693.0,0.14
growth,1999.0,Fort Smith Public Library,34311.0,0.13
education,1999.0,University of Oklahoma,34181.0,0.63
growth,1999.0,Hamlin-Lincoln Cnty Public Library,33702.0,0.13
education,1999.0,United Nations Foundation,33380.0,0.62
growth,1999.0,East Central Arkansas Regional,33354.0,0.13
growth,1999.0,Lancaster County Library,33144.0,0.13
growth,1999.0,Lincoln-Lawrence-Franklin Regional Library,32859.0,0.13
growth,1999.0,Mingo County Public Library,32736.0,0.13
growth,1999.0,Bell County Public Library System,32725.0,0.13
growth,1999.0,Harlan County Public Library,32725.0,0.13
growth,1999.0,Madison County Public Library,32725.0,0.13
growth,1999.0,Saline County Public Library,32558.0,0.13
growth,1999.0,Oldham County Public Library,32301.0,0.13
growth,1999.0,South Mississippi Regional Library,32071.0,0.13
growth,1999.0,Nelson County Public Library,31461.0,0.12
growth,1999.0,Hopkins County-Madisonville Public Library,31046.0,0.12
growth,1999.0,Brooke County Public Library,30138.0,0.12
growth,1999.0,Starkville-Oktibbeha County Public Library System,30019.0,0.12
growth,1999.0,Carnegie Public Library,29979.0,0.12
growth,1999.0,Laurens County Library,29272.0,0.11
growth,1999.0,Marshall County Public Library,29120.0,0.11
growth,1999.0,Williamsburg County Library,29046.0,0.11
growth,1999.0,Tri Lakes Regional Library,29028.0,0.11
growth,1999.0,Columbia County Public Library,28916.0,0.11
growth,1999.0,Lakeland Public Library,28916.0,0.11
growth,1999.0,Lee-Itawamba Library System,28614.0,0.11
growth,1999.0,Pearl River County Library System,28614.0,0.11
growth,1999.0,Arkansas County Library,27957.0,0.11
growth,1999.0,Walton-Defuniak Library,27828.0,0.11
growth,1999.0,Franklin County Public Library,27029.0,0.11
growth,1999.0,Lawrence County Library,26790.0,0.11
growth,1999.0,Meridian-Lauderdale County Public Library,26639.0,0.1
growth,1999.0,Hancock County Library,26075.0,0.1
growth,1999.0,Gadsden County Public Library,25872.0,0.1
growth,1999.0,Parkersburg/Wood Cty Public Library,25761.0,0.1
growth,1999.0,Pocahontas Cnty Public Library,25761.0,0.1
growth,1999.0,Muhlenberg County Library,24949.0,0.1
growth,1999.0,Russell County Public Library,24506.0,0.1
growth,1999.0,Los Alamos County Library System,24456.0,0.1
growth,1999.0,Clovis-Carver Public Library,23763.0,0.09
growth,1999.0,Hobbs Public Library,23694.0,0.09
growth,1999.0,Laurel-Jones County Library,23353.0,0.09
growth,1999.0,Southern Prairie Library System,22499.0,0.09
growth,1999.0,Lee County Public Library,22406.0,0.09
growth,1999.0,Keyser-Mineral Cnty Public Library,22266.0,0.09
growth,1999.0,Phillips-Lee-Monroe Regional Library,21808.0,0.09
growth,1999.0,Roane County Public Library,21729.0,0.09
growth,1999.0,Paul Sawyier Public Library,21713.0,0.09
growth,1999.0,Marshall County Library,21221.0,0.08
growth,1999.0,Tyler Memorial Library,21212.0,0.08
growth,1999.0,Union County Library System,21091.0,0.08
growth,1999.0,Hardy County Public Library,20958.0,0.08
growth,1999.0,Eustis Memorial Library,20927.0,0.08
growth,1999.0,Zephyrhills Library,20927.0,0.08
growth,1999.0,Union County Public Library District,20292.0,0.08
growth,1999.0,Fairfield County Library,20270.0,0.08
growth,1999.0,Newberry County Library,20270.0,0.08
growth,1999.0,Helen B. Hoffman Public Library,20222.0,0.08
growth,1999.0,Jackson County Library,20207.0,0.08
growth,1999.0,Humphreys County Library System,20191.0,0.08
growth,1999.0,South Delta Library,20191.0,0.08
growth,1999.0,Valley Community Library,20172.0,0.08
growth,1999.0,Holmes County Library,20165.0,0.08
growth,1999.0,Nassau County Public Library System,20165.0,0.08
growth,1999.0,Rio Rancho Public Library,20103.0,0.08
growth,1999.0,Roswell Public Library,20103.0,0.08
growth,1999.0,Bartlesville Public Library,20011.0,0.08
growth,1999.0,Texarkana Public Library,19775.0,0.08
growth,1999.0,Clarksburg-Harrison Public Library,19719.0,0.08
growth,1999.0,Truth Or Consequences Public Library,19573.0,0.08
growth,1999.0,Belen Public Library,19194.0,0.08
growth,1999.0,Bloomfield Community Library,19194.0,0.08
growth,1999.0,Bosque Farms Public Library,19194.0,0.08
growth,1999.0,Mother Whiteside Memorial Library,19194.0,0.08
growth,1999.0,Town Of Bernalillo Public Library,19194.0,0.08
growth,1999.0,The Public Library,19099.0,0.08
growth,1999.0,Forrest City Public Library,19019.0,0.07
growth,1999.0,William F. Laman Public Library,18665.0,0.07
growth,1999.0,Doddridge County Public Library,18633.0,0.07
growth,1999.0,Gulfport Public Library,18625.0,0.07
growth,1999.0,North Miami Public Library,18625.0,0.07
growth,1999.0,W.T.Bland Public Library,18625.0,0.07
growth,1999.0,Chapin Memorial Library,18621.0,0.07
growth,1999.0,Stillwater Public Library,18596.0,0.07
growth,1999.0,Bruton Memorial Library,18556.0,0.07
growth,1999.0,Eagle Lake Public Library,18556.0,0.07
growth,1999.0,Fruitland Park Library,18556.0,0.07
growth,1999.0,Lake Park Public Library,18556.0,0.07
growth,1999.0,Lantana Public Library,18556.0,0.07
growth,1999.0,Leesburg Public Library,18556.0,0.07
growth,1999.0,Mary Esther Public Library,18556.0,0.07
growth,1999.0,New Port Richey Public Library,18556.0,0.07
growth,1999.0,North Miami Beach Public Library,18556.0,0.07
growth,1999.0,Riviera Beach Public Library,18556.0,0.07
growth,1999.0,Wilton Manors Public Library,18556.0,0.07
growth,1999.0,Winter Haven Public Library,18556.0,0.07
growth,1999.0,Ashley County Library,18501.0,0.07
growth,1999.0,Corrales Community Library,18449.0,0.07
growth,1999.0,Baxter County Library,18424.0,0.07
growth,1999.0,Neshoba County Public Library,18251.0,0.07
growth,1999.0,Colleton County Library,18221.0,0.07
growth,1999.0,Kershaw County Library,18221.0,0.07
growth,1999.0,Meade County Public Library,18148.0,0.07
growth,1999.0,Anadarko Community Library,18123.0,0.07
growth,1999.0,Opa-Locka Public Library,18100.0,0.07
growth,1999.0,Elk City Carnegie Library,17954.0,0.07
growth,1999.0,Portales Public Library,17823.0,0.07
growth,1999.0,Henry County Public Library,17802.0,0.07
growth,1999.0,Henderson County Public Library,17753.0,0.07
growth,1999.0,Grayson County Public Library,17733.0,0.07
growth,1999.0,Knox County Public Library,17733.0,0.07
growth,1999.0,Lawrence County Public Library,17733.0,0.07
growth,1999.0,Lewis County Public Library,17733.0,0.07
growth,1999.0,Alamogordo Public Library,17289.0,0.07
growth,1999.0,Guthrie Public Library,17252.0,0.07
growth,1999.0,Kellyville Public Library,17252.0,0.07
growth,1999.0,Calloway County Public Library,17203.0,0.07
growth,1999.0,Mercer County Public Library,17201.0,0.07
growth,1999.0,Catoosa Public Library,17183.0,0.07
growth,1999.0,Wagoner Carnegie Library,17183.0,0.07
growth,1999.0,Locust Grove Public Library,17122.0,0.07
growth,1999.0,Cushing Public Library,17114.0,0.07
growth,1999.0,Duncan Public Library,17114.0,0.07
growth,1999.0,El Reno Carnegie Library,17114.0,0.07
growth,1999.0,Mounds Public Library - Mounds,17114.0,0.07
growth,1999.0,Marlow Public Library,17084.0,0.07
growth,1999.0,Boyle County Public Library,17063.0,0.07
growth,1999.0,Clark County Public Library,17063.0,0.07
growth,1999.0,Corbin Public Library,17063.0,0.07
growth,1999.0,Cynthiana Harrison County Public Library,17063.0,0.07
growth,1999.0,Estill County Public Library,17063.0,0.07
growth,1999.0,Laurel County Public Library,17063.0,0.07
growth,1999.0,Mount Sterling-Montgomery County Public Libra,17063.0,0.07
growth,1999.0,Paris-Bourbon County Public Library,17063.0,0.07
growth,1999.0,Perry County Public Library,17063.0,0.07
growth,1999.0,Powell County Public Library,17063.0,0.07
growth,1999.0,Rockcastle County Public Library,17063.0,0.07
growth,1999.0,Rowan County Public Library,17063.0,0.07
growth,1999.0,Scott County Public Library,17063.0,0.07
growth,1999.0,Whitley County Public Library,17063.0,0.07
growth,1999.0,Shelby County Public Library,17050.0,0.07
growth,1999.0,Marion Baysinger Memorial Library,16898.0,0.07
growth,1999.0,Howey Library,16829.0,0.07
growth,1999.0,West Memphis Public Library,16746.0,0.07
growth,1999.0,Conway County Library,16721.0,0.07
growth,1999.0,Lindsay Community Library,16484.0,0.06
growth,1999.0,Bushnell Public Library,16471.0,0.06
growth,1999.0,Aztec Public Library,16413.0,0.06
growth,1999.0,Coleman Library,16402.0,0.06
growth,1999.0,George Nichols Public Library,16402.0,0.06
growth,1999.0,Clay County Public Library System,15763.0,0.06
growth,1999.0,Octavia Fellin Public Library,15672.0,0.06
growth,1999.0,Logan Helm-Woodford County Library,15661.0,0.06
growth,1999.0,Breckinridge County Public Library,15642.0,0.06
growth,1999.0,Espanola Public Library,15603.0,0.06
growth,1999.0,Socorro Public Library,15603.0,0.06
growth,1999.0,Taos Public Library,15603.0,0.06
growth,1999.0,George Coon Public Library,15523.0,0.06
growth,1999.0,Goodnight Memorial Library,15523.0,0.06
growth,1999.0,Graves County Public Library,15523.0,0.06
growth,1999.0,Lamar County Library System,15410.0,0.06
growth,1999.0,Will Rogers Library,15148.0,0.06
growth,1999.0,Three Rivers Regional Library System,15072.0,0.06
growth,1999.0,Alderson Public Library,15069.0,0.06
growth,1999.0,Anderson County Public Library,15069.0,0.06
growth,1999.0,Belington Public Library,15069.0,0.06
growth,1999.0,Bolivar-Harpers Ferry Public Library,15069.0,0.06
growth,1999.0,Bridgeport Public Library,15069.0,0.06
growth,1999.0,Buffalo Creek Mem Public Library,15069.0,0.06
growth,1999.0,Carroll County Public Library,15069.0,0.06
growth,1999.0,Chapmanville Public Library,15069.0,0.06
growth,1999.0,Craft Memorial Public Library,15069.0,0.06
growth,1999.0,Craigsville Public Library,15069.0,0.06
growth,1999.0,Daviess County Public Library District,15069.0,0.06
growth,1999.0,Elkins-Randolph Public Library,15069.0,0.06
growth,1999.0,Floyd County Public Library,15069.0,0.06
growth,1999.0,Greenbrier County Public Library,15069.0,0.06
growth,1999.0,Hopkinsville-Christian County Library,15069.0,0.06
growth,1999.0,Kingwood Public Library,15069.0,0.06
growth,1999.0,Louis Bennett Public Library,15069.0,0.06
growth,1999.0,Lowe Public Library,15069.0,0.06
growth,1999.0,Lynn Murray Mem Public Library,15069.0,0.06
growth,1999.0,Mary H Weir Public Library,15069.0,0.06
growth,1999.0,Mary Wood Weldon Memorial Public Library,15069.0,0.06
growth,1999.0,Morgan County Public Library,15069.0,0.06
growth,1999.0,New Martinsville Public Library,15069.0,0.06
growth,1999.0,Nitro Public Library,15069.0,0.06
growth,1999.0,Nutter Fort Public Library,15069.0,0.06
growth,1999.0,Paden City Public Library,15069.0,0.06
growth,1999.0,Paducah Public Library,15069.0,0.06
growth,1999.0,Peterstown Public Library,15069.0,0.06
growth,1999.0,Philippi Public Library,15069.0,0.06
growth,1999.0,Pleasants County Public Library,15069.0,0.06
growth,1999.0,Princeton Public Library,15069.0,0.06
growth,1999.0,Richwood Public Library,15069.0,0.06
growth,1999.0,Ronceverte Public Library,15069.0,0.06
growth,1999.0,Rupert Public Library,15069.0,0.06
growth,1999.0,South Charleston Public Library,15069.0,0.06
growth,1999.0,South Jefferson Public Library,15069.0,0.06
growth,1999.0,Summers County Public Library,15069.0,0.06
growth,1999.0,Summersville Public Library,15069.0,0.06
growth,1999.0,Swaney Memorial Public Library,15069.0,0.06
growth,1999.0,Upshur County Public Library,15069.0,0.06
growth,1999.0,Vienna Public Library,15069.0,0.06
growth,1999.0,War Public Library,15069.0,0.06
growth,1999.0,White Sulphur Spgs Public Library,15069.0,0.06
growth,1999.0,Williamson Public Library,15069.0,0.06
growth,1999.0,Withers Memorial Library,15069.0,0.06
growth,1999.0,Bentonville Public Library,14749.0,0.06
growth,1999.0,Woodward Public Library,14698.0,0.06
growth,1999.0,Bartow Public Library,14596.0,0.06
growth,1999.0,Haines City Public Library,14596.0,0.06
growth,1999.0,Coweta Public Library,14567.0,0.06
growth,1999.0,Public Library Of Enid And Garfield County,14567.0,0.06
growth,1999.0,Sapulpa Public Library,14567.0,0.06
growth,1999.0,Clarendon County Library,14523.0,0.06
growth,1999.0,Marlboro County Library,14523.0,0.06
growth,1999.0,Saluda County Library,14523.0,0.06
growth,1999.0,Union County Carnegie Library,14523.0,0.06
growth,1999.0,Ardmore Public Library,14498.0,0.06
growth,1999.0,Chickasha Public Library,14498.0,0.06
growth,1999.0,Henryetta Public Library,14498.0,0.06
growth,1999.0,Miami Public Library,14498.0,0.06
growth,1999.0,Okmulgee Public Library,14498.0,0.06
growth,1999.0,Ponca City Library,14498.0,0.06
growth,1999.0,Pryor Public Library,14498.0,0.06
growth,1999.0,Robert L Williams Public Library,14498.0,0.06
growth,1999.0,Vinita Public Library,14498.0,0.06
growth,1999.0,Bradford County Public Library,14458.0,0.06
growth,1999.0,Brockway Memorial Library,14458.0,0.06
growth,1999.0,Delray Beach Library,14458.0,0.06
growth,1999.0,Desoto County Library,14458.0,0.06
growth,1999.0,Dundee Public Library,14458.0,0.06
growth,1999.0,Emily Taber Library,14458.0,0.06
